heure,kind,quality,prix,vendu,disparu,n_evt
2026-09-04T13,118,0,0.77,6473,,1
2026-09-04T13,118,1,0.965,45830,,1
2026-09-04T14,118,0,0.775,4449,,1
2026-09-04T15,118,0,0.775,13393,,2
2026-09-04T16,118,0,0.775,9882,,1
2026-09-04T17,118,0,0.825,6210,,1
2026-09-04T17,118,4,1.13,303418,,1
2026-09-04T18,118,0,0.825,245,,1
2026-09-04T18,118,0,0.83,10030,,1
2026-09-04T18,118,1,0.96,45814,,1
2026-09-04T21,118,0,0.805,295,,1
2026-09-04T21,118,0,0.81,40198,,1
2026-09-04T21,118,0,0.815,826,,1
2026-09-04T21,118,2,0.945,21628,,1
2026-09-04T21,118,4,1.13,79666,,1
2026-09-04T23,118,0,0.8,0,3287,2
2026-09-04T23,118,2,0.945,14700,0,1
2026-09-05T00,118,0,0.805,1000,0,1
2026-09-05T00,118,3,0.995,101820,0,1
2026-09-05T02,118,0,0.78,0,6252,1
2026-09-05T02,118,0,0.785,704,3340,3
2026-09-05T02,118,0,0.79,0,9998,1
2026-09-05T02,118,0,0.795,0,90,1
2026-09-05T02,118,0,0.8,0,93,2
2026-09-05T02,118,0,0.805,543,0,1
2026-09-05T03,118,0,0.805,0,241656,3
2026-09-05T03,118,0,0.81,0,5000,1
2026-09-05T03,118,0,0.815,0,73710,2
2026-09-05T03,118,0,0.82,0,22771,2
2026-09-05T03,118,0,0.825,0,269618,1
2026-09-05T03,118,0,0.83,0,19050,1
2026-09-05T03,118,0,0.835,0,101,2
2026-09-05T03,118,0,0.84,0,156766,2
2026-09-05T03,118,0,0.845,0,90000,2
2026-09-05T03,118,0,0.85,0,792,1
2026-09-05T03,118,0,0.855,0,5422,2
2026-09-05T03,118,0,0.86,0,237868,2
2026-09-05T03,118,0,0.865,0,370,2
2026-09-05T03,118,0,0.87,0,6,1
2026-09-05T03,118,0,0.875,0,950,3
2026-09-05T03,118,0,0.88,0,7960,3
2026-09-05T03,118,0,0.895,0,676892,2
2026-09-05T03,118,0,0.9,0,96659,7
2026-09-05T04,118,0,0.89,0,200,1
2026-09-05T04,118,0,0.895,1800,0,1
2026-09-05T05,118,0,0.89,5630,363,2
2026-09-05T05,118,0,0.895,5837,0,1
2026-09-05T06,118,0,0.77,0,2729,1
2026-09-05T06,118,0,0.775,0,100000,1
2026-09-05T06,118,0,0.78,0,450,1
2026-09-05T06,118,0,0.785,0,479,1
2026-09-05T06,118,0,0.79,0,65497,1
2026-09-05T06,118,0,0.795,0,1215,1
2026-09-05T06,118,0,0.8,0,42336,1
2026-09-05T07,118,0,0.845,2000,0,1
2026-09-05T07,118,0,0.865,1240,0,1
2026-09-05T07,118,0,0.875,0,286,1
2026-09-05T07,118,0,0.88,0,319,1
2026-09-05T07,118,0,0.885,20491,0,1
2026-09-05T08,118,0,0.825,0,332,1
2026-09-05T08,118,0,0.83,0,1336,1
2026-09-05T08,118,0,0.835,0,1095,1
2026-09-05T08,118,0,0.84,0,2500,1
2026-09-05T08,118,0,0.845,0,28000,1
2026-09-05T08,118,0,0.85,0,1323,2
2026-09-05T08,118,0,0.855,0,696,2
2026-09-05T08,118,0,0.86,6266,655,2
2026-09-05T09,118,0,0.855,0,1500,1
2026-09-05T09,118,0,0.86,1960,0,2
2026-09-05T10,118,0,0.835,0,3275,1
2026-09-05T10,118,0,0.84,0,47,1
2026-09-05T10,118,0,0.845,2493,267,2
2026-09-05T10,118,0,0.85,0,50,1
2026-09-05T10,118,0,0.86,0,2164,1
2026-09-05T10,118,0,0.865,0,5685,1
2026-09-05T10,118,0,0.87,0,342,2
2026-09-05T10,118,0,0.875,0,6551,2
2026-09-05T10,118,0,0.88,0,3006,1
2026-09-05T10,118,0,0.885,39325,0,1
2026-09-05T10,118,3,0.995,14751,27311,2
2026-09-05T11,118,0,0.865,0,1361,1
2026-09-05T11,118,0,0.87,639,0,1
2026-09-05T11,118,0,0.875,0,4279,1
2026-09-05T11,118,0,0.88,0,1536,2
2026-09-05T11,118,0,0.885,2222,0,1
2026-09-05T11,118,2,0.94,0,63723,1
2026-09-05T11,118,2,0.945,9029,0,1
2026-09-05T11,118,8,1.75,0,53000,1
2026-09-05T11,118,8,1.86,0,10,1
2026-09-05T12,118,0,0.75,0,150,2
2026-09-05T12,118,0,0.76,1850,18840,2
2026-09-05T12,118,0,0.765,0,8206,1
2026-09-05T12,118,0,0.855,400,0,1
2026-09-05T13,118,1,0.91,0,8,1
2026-09-05T13,118,1,0.915,3992,0,1
2026-09-05T14,118,0,0.82,32864,0,1
2026-09-05T14,118,2,0.945,0,68720,1
2026-09-05T14,118,2,0.955,0,50000,1
2026-09-05T14,118,2,0.96,0,10000,1
2026-09-05T14,118,2,0.965,9300,0,1
2026-09-05T15,118,0,0.805,0,50,1
2026-09-05T15,118,0,0.81,2149,2784,4
2026-09-05T15,118,0,0.82,98264,0,1
2026-09-05T15,118,1,0.91,0,25778,1
2026-09-05T15,118,1,0.915,0,13184,2
2026-09-05T15,118,1,0.92,0,11632,1
2026-09-05T15,118,1,0.93,0,37850,1
2026-09-05T15,118,1,0.935,0,12000,1
2026-09-05T15,118,1,0.94,4526,0,1
2026-09-05T15,118,3,0.995,33383,0,1
2026-09-05T17,118,0,0.795,0,114,1
2026-09-05T17,118,1,0.935,0,41502,1
2026-09-05T17,118,1,0.94,0,53034,2
2026-09-05T17,118,1,0.945,35664,19800,2
2026-09-05T18,118,0,0.76,0,3000,1
2026-09-05T18,118,0,0.765,0,6862,1
2026-09-05T18,118,0,0.77,0,10100,1
2026-09-05T18,118,0,0.775,0,6615,1
2026-09-05T18,118,0,0.78,4755,0,1
2026-09-05T18,118,8,1.75,0,1000,1
2026-09-05T19,118,0,0.78,5760,0,1
2026-09-05T19,118,4,1.11,0,68686,1
2026-09-05T19,118,4,1.12,0,360568,2
2026-09-05T19,118,5,1.1,0,349237,1
2026-09-05T20,118,0,0.775,0,1200,1
2026-09-05T20,118,0,0.78,4826,0,2
2026-09-05T21,118,0,0.755,0,3100,1
2026-09-05T21,118,0,0.78,7740,0,1
2026-09-05T21,118,1,0.94,0,1400,1
2026-09-05T21,118,1,0.945,0,14336,1
2026-09-05T21,118,2,0.95,9114,0,1
2026-09-05T23,118,0,0.775,0,660,1
2026-09-05T23,118,0,0.78,0,9358,3
2026-09-05T23,118,0,0.79,0,8427,3
2026-09-05T23,118,0,0.795,0,500,1
2026-09-05T23,118,0,0.8,15142,6855,4
2026-09-05T23,118,2,0.95,79,0,1
2026-09-05T23,118,4,1.11,0,60727,1
2026-09-05T23,118,4,1.12,18939,0,1
2026-09-06T00,118,0,0.785,0,1000,1
2026-09-06T00,118,0,0.79,6000,3490,3
2026-09-06T00,118,0,0.795,13664,0,1
2026-09-06T00,118,3,0.995,0,35226,1
2026-09-06T00,118,3,1.0,66594,0,1
2026-09-06T01,118,1,0.92,0,30000,1
2026-09-06T01,118,2,0.94,0,5000,1
2026-09-06T01,118,2,0.945,44000,0,1
2026-09-06T02,118,3,1.0,168000,0,1
2026-09-06T02,118,8,2.0,0,93950,1
2026-09-06T03,118,0,0.74,0,874,1
2026-09-06T03,118,0,0.745,0,11976,1
2026-09-06T03,118,0,0.75,0,1045,1
2026-09-06T03,118,0,0.755,0,697,1
2026-09-06T03,118,0,0.76,0,82,1
2026-09-06T03,118,0,0.765,0,20674,1
2026-09-06T03,118,0,0.77,2144,1352,3
2026-09-06T04,118,0,0.755,0,12807,1
2026-09-06T04,118,0,0.765,0,74,1
2026-09-06T04,118,0,0.77,300,2586,2
2026-09-06T04,118,0,0.775,0,1000,1
2026-09-06T04,118,0,0.78,0,15399,1
2026-09-06T04,118,0,0.785,0,1050,2
2026-09-06T04,118,0,0.79,0,7340,1
2026-09-06T04,118,0,0.795,0,7053,1
2026-09-06T04,118,0,0.8,0,34716,3
2026-09-06T04,118,0,0.805,0,1000,1
2026-09-06T04,118,0,0.81,3097,878,2
2026-09-06T05,118,0,0.795,0,4812,1
2026-09-06T05,118,0,0.8,0,40000,1
2026-09-06T05,118,0,0.805,24140,0,3
2026-09-06T05,118,3,1.0,87777,0,1
2026-09-06T06,118,0,0.795,0,114,1
