heure,kind,quality,prix,vendu,disparu,n_evt
2026-09-04T13,118,0,0.77,6473,,1
2026-09-04T13,118,1,0.965,45830,,1
2026-09-04T14,118,0,0.775,4449,,1
2026-09-04T15,118,0,0.775,13393,,2
2026-09-04T16,118,0,0.775,9882,,1
2026-09-04T17,118,0,0.825,6210,,1
2026-09-04T17,118,4,1.13,303418,,1
2026-09-04T18,118,0,0.825,245,,1
2026-09-04T18,118,0,0.83,10030,,1
2026-09-04T18,118,1,0.96,45814,,1
2026-09-04T21,118,0,0.805,295,,1
2026-09-04T21,118,0,0.81,40198,,1
2026-09-04T21,118,0,0.815,826,,1
2026-09-04T21,118,2,0.945,21628,,1
2026-09-04T21,118,4,1.13,79666,,1
2026-09-04T23,118,0,0.8,0,3287,2
2026-09-04T23,118,2,0.945,14700,0,1
2026-09-05T00,118,0,0.805,1000,0,1
2026-09-05T00,118,3,0.995,101820,0,1
2026-09-05T02,118,0,0.78,0,6252,1
2026-09-05T02,118,0,0.785,704,3340,3
2026-09-05T02,118,0,0.79,0,9998,1
2026-09-05T02,118,0,0.795,0,90,1
2026-09-05T02,118,0,0.8,0,93,2
2026-09-05T02,118,0,0.805,543,0,1
2026-09-05T03,118,0,0.805,0,241656,3
2026-09-05T03,118,0,0.81,0,5000,1
2026-09-05T03,118,0,0.815,0,73710,2
2026-09-05T03,118,0,0.82,0,22771,2
2026-09-05T03,118,0,0.825,0,269618,1
2026-09-05T03,118,0,0.83,0,19050,1
2026-09-05T03,118,0,0.835,0,101,2
2026-09-05T03,118,0,0.84,0,156766,2
2026-09-05T03,118,0,0.845,0,90000,2
2026-09-05T03,118,0,0.85,0,792,1
2026-09-05T03,118,0,0.855,0,5422,2
2026-09-05T03,118,0,0.86,0,237868,2
2026-09-05T03,118,0,0.865,0,370,2
2026-09-05T03,118,0,0.87,0,6,1
2026-09-05T03,118,0,0.875,0,950,3
2026-09-05T03,118,0,0.88,0,7960,3
2026-09-05T03,118,0,0.895,0,676892,2
2026-09-05T03,118,0,0.9,0,96659,7
2026-09-05T04,118,0,0.89,0,200,1
2026-09-05T04,118,0,0.895,1800,0,1
2026-09-05T05,118,0,0.89,5630,363,2
2026-09-05T05,118,0,0.895,5837,0,1
2026-09-05T06,118,0,0.77,0,2729,1
2026-09-05T06,118,0,0.775,0,100000,1
2026-09-05T06,118,0,0.78,0,450,1
2026-09-05T06,118,0,0.785,0,479,1
2026-09-05T06,118,0,0.79,0,65497,1
2026-09-05T06,118,0,0.795,0,1215,1
2026-09-05T06,118,0,0.8,0,42336,1
2026-09-05T07,118,0,0.845,2000,0,1
2026-09-05T07,118,0,0.865,1240,0,1
2026-09-05T07,118,0,0.875,0,286,1
2026-09-05T07,118,0,0.88,0,319,1
2026-09-05T07,118,0,0.885,20491,0,1
