heure,kind,quality,prix,vendu,disparu,n_evt
2026-09-04T12,5,0,3.1,36011,,1
2026-09-04T14,5,0,2.95,1955,,2
2026-09-04T14,5,0,3.0,1079,,1
2026-09-04T15,5,0,2.7,310,,1
2026-09-04T15,5,0,2.9,89,,2
2026-09-04T16,5,0,2.85,220,,1
2026-09-04T16,5,1,2.95,2151,,1
2026-09-04T17,5,0,2.75,2000,,1
2026-09-04T17,5,0,2.8,200,,1
2026-09-04T17,5,0,2.85,60,,1
2026-09-04T18,5,0,2.75,251,,1
2026-09-04T20,5,0,2.75,132,,1
2026-09-04T20,5,0,2.8,68,,1
2026-09-04T21,5,0,2.75,47528,,3
2026-09-04T21,5,0,2.8,2955,,2
2026-09-04T21,5,0,2.85,7141,,1
2026-09-04T23,5,0,3.0,0,2117,1
2026-09-04T23,5,0,3.05,0,6420,1
2026-09-04T23,5,1,3.0,1567,5173,2
2026-09-04T23,5,1,3.05,0,50557,1
2026-09-04T23,5,3,3.1,8733,0,1
2026-09-05T00,5,0,3.0,0,2574,1
2026-09-05T00,5,0,3.05,5250,1714,2
2026-09-05T00,5,1,3.05,5,690,2
2026-09-05T00,5,2,3.1,898,0,2
2026-09-05T00,5,3,3.1,0,133400,1
2026-09-05T01,5,0,2.9,0,461,1
2026-09-05T01,5,0,2.95,1239,4669,3
2026-09-05T01,5,0,3.0,364,11630,4
2026-09-05T01,5,0,3.05,7894,0,2
2026-09-05T01,5,1,3.05,0,403,1
2026-09-05T01,5,4,3.2,7413,0,1
2026-09-05T02,5,0,3.0,200,0,1
2026-09-05T02,5,1,2.95,700,0,1
2026-09-05T03,5,0,2.65,0,3425,3
2026-09-05T03,5,0,2.7,214,472,4
2026-09-05T03,5,1,2.65,0,68600,1
2026-09-05T04,5,0,2.65,0,67,1
2026-09-05T04,5,0,2.7,1070,0,2
2026-09-05T04,5,0,2.85,10000,0,1
2026-09-05T05,5,0,2.65,0,40,1
2026-09-05T05,5,0,2.7,1206,53325,3
2026-09-05T05,5,0,2.75,0,23,1
2026-09-05T05,5,0,2.8,0,815,2
2026-09-05T05,5,0,2.85,0,36906,1
2026-09-05T05,5,0,2.9,0,2231,1
2026-09-05T05,5,0,2.95,0,3247,2
2026-09-05T05,5,1,2.85,0,20010,1
2026-09-05T05,5,1,2.9,0,444,1
2026-09-05T05,5,1,2.95,0,5418,1
2026-09-05T05,5,2,3.0,578,99922,2
2026-09-05T06,5,0,2.75,0,152,1
2026-09-05T06,5,0,2.85,0,32,1
2026-09-05T06,5,0,2.9,0,172,1
2026-09-05T06,5,0,2.95,275,27363,8
2026-09-05T06,5,0,3.0,0,5859,6
2026-09-05T06,5,1,3.0,0,1599,2
2026-09-05T06,5,2,3.0,0,102688,1
2026-09-05T06,5,2,3.05,100,0,1
2026-09-05T07,5,0,2.95,1147,52,2
2026-09-05T07,5,0,3.0,400,0,2
2026-09-05T07,5,1,3.1,0,27721,1
2026-09-05T07,5,2,3.05,92,0,1
2026-09-05T08,5,0,2.75,74343,0,1
2026-09-05T08,5,0,2.85,4,196,2
2026-09-05T08,5,0,2.95,200,0,1
2026-09-05T08,5,1,2.95,23000,0,1
2026-09-05T09,5,0,2.75,0,182,1
2026-09-05T09,5,0,2.8,0,1490,2
2026-09-05T09,5,0,2.85,0,96,1
2026-09-05T09,5,0,2.9,0,51132,1
2026-09-05T09,5,0,2.95,3300,1284,4
2026-09-05T09,5,0,3.0,549,25167,3
2026-09-05T09,5,0,3.05,0,11606,3
2026-09-05T09,5,1,2.95,0,7000,1
2026-09-05T09,5,2,3.0,0,78354,2
2026-09-05T09,5,2,3.05,10000,37683,3
2026-09-05T09,5,2,3.1,12500,57816,2
2026-09-05T10,5,0,2.8,0,74,1
2026-09-05T10,5,0,2.85,20,4782,2
2026-09-05T10,5,0,2.9,0,108,1
2026-09-05T10,5,2,3.1,5000,0,1
2026-09-05T11,5,0,2.75,0,330,2
2026-09-05T11,5,0,2.8,0,1873,2
2026-09-05T11,5,0,2.85,0,132,1
2026-09-05T11,5,0,2.9,0,1440,2
2026-09-05T11,5,0,2.95,0,7367,3
2026-09-05T11,5,0,3.0,0,6753,4
2026-09-05T11,5,0,3.05,13640,7613,2
2026-09-05T11,5,2,3.1,20889,15946,3
2026-09-05T11,5,3,3.15,0,321689,1
2026-09-05T11,5,4,3.2,0,195662,1
2026-09-05T12,5,0,2.75,0,2000,1
2026-09-05T12,5,0,2.8,0,4618,1
2026-09-05T12,5,0,2.85,0,19969,1
2026-09-05T12,5,0,2.9,0,800,1
2026-09-05T12,5,0,2.95,0,500,1
2026-09-05T12,5,0,3.0,0,7877,3
2026-09-05T12,5,0,3.05,0,41346,1
2026-09-05T12,5,1,3.05,0,6244,1
2026-09-05T12,5,1,3.1,0,216373,4
2026-09-05T12,5,2,3.1,210,33590,2
2026-09-05T13,5,0,2.95,4242,0,2
2026-09-05T13,5,0,3.0,5172,1679,3
2026-09-05T13,5,0,3.05,1865,0,2
2026-09-05T14,5,0,2.85,0,1100,1
2026-09-05T14,5,0,2.9,250,1044,2
2026-09-05T14,5,0,2.95,7965,0,2
2026-09-05T15,5,0,2.95,0,46970,3
2026-09-05T15,5,0,3.0,0,6804,3
2026-09-05T15,5,0,3.05,0,33504,3
2026-09-05T15,5,0,3.1,0,91357,15
2026-09-05T15,5,2,3.0,0,42470,1
2026-09-05T15,5,2,3.05,0,11487,1
2026-09-05T15,5,2,3.1,500,19798,2
2026-09-05T15,5,2,3.15,52064,2084,3
2026-09-05T16,5,0,2.85,0,1586,1
2026-09-05T16,5,0,2.9,0,525,1
2026-09-05T16,5,0,2.95,89,702,3
2026-09-05T16,5,0,3.0,33395,20,3
2026-09-05T17,5,0,3.0,0,23154,4
2026-09-05T17,5,0,3.1,0,820,1
2026-09-05T17,5,2,3.15,20928,0,1
2026-09-05T18,5,0,2.85,0,4844,2
2026-09-05T18,5,0,2.9,67,35,2
2026-09-05T18,5,0,2.95,0,9552,2
2026-09-05T18,5,0,3.0,0,11577,2
2026-09-05T18,5,0,3.05,0,6776,3
2026-09-05T18,5,1,3.1,34659,0,2
2026-09-05T18,5,2,3.1,0,27517,1
2026-09-05T19,5,0,2.75,0,23763,1
2026-09-05T19,5,0,2.8,0,4772,2
2026-09-05T19,5,0,2.9,0,2633,2
2026-09-05T19,5,0,2.95,0,2474,3
2026-09-05T19,5,0,3.0,8220,0,1
2026-09-05T19,5,4,3.2,0,49413,2
2026-09-05T19,5,4,3.25,0,214420,2
2026-09-05T19,5,5,3.3,0,7200,1
2026-09-05T20,5,0,2.9,0,40696,1
2026-09-05T20,5,0,2.95,0,1000,1
2026-09-05T20,5,0,3.0,200,6568,4
2026-09-05T20,5,0,3.05,0,588,1
2026-09-05T20,5,1,3.05,0,404,1
2026-09-05T20,5,2,3.1,0,26440,1
2026-09-05T20,5,4,3.3,24326,0,1
2026-09-05T23,5,0,2.75,0,41200,1
2026-09-05T23,5,0,2.8,0,1237,1
2026-09-05T23,5,0,3.05,0,4631,1
2026-09-05T23,5,0,3.1,0,238,1
2026-09-05T23,5,1,3.1,0,4224,2
2026-09-05T23,5,2,3.15,30635,0,1
2026-09-06T00,5,0,2.85,0,27664,2
2026-09-06T00,5,0,2.9,0,9248,2
2026-09-06T00,5,0,2.95,0,81,1
2026-09-06T00,5,0,3.0,1131,1679,3
2026-09-06T00,5,1,3.0,0,34557,3
2026-09-06T00,5,2,3.05,29267,0,2
2026-09-06T01,5,0,2.7,0,3859,1
2026-09-06T01,5,0,2.75,700,7024,4
2026-09-06T01,5,0,2.8,1400,129,2
2026-09-06T01,5,0,2.9,0,633,1
2026-09-06T01,5,0,2.95,0,10668,3
2026-09-06T01,5,0,3.0,3945,9897,4
2026-09-06T01,5,0,3.05,0,4835,2
2026-09-06T01,5,0,3.1,0,500,1
2026-09-06T01,5,1,3.05,0,149,1
2026-09-06T01,5,1,3.1,0,636,1
2026-09-06T01,5,2,3.05,18697,19142,2
2026-09-06T01,5,2,3.1,0,45109,1
2026-09-06T01,5,2,3.15,3364,0,1
2026-09-06T02,5,0,2.85,200,1300,2
2026-09-06T02,5,0,2.95,3262,1500,3
2026-09-06T02,5,0,3.0,190,10,2
2026-09-06T03,5,0,2.9,1,0,1
2026-09-06T03,5,0,2.95,6878,436,6
2026-09-06T04,5,0,2.85,0,3449,2
2026-09-06T04,5,0,2.9,0,1978,4
2026-09-06T04,5,0,2.95,10,13225,6
2026-09-06T04,5,0,3.0,0,8265,2
2026-09-06T04,5,1,3.1,0,1131,1
2026-09-06T04,5,2,3.0,2300,0,3
2026-09-06T04,5,2,3.1,8622,0,1
2026-09-06T04,5,3,3.15,0,19877,1
2026-09-06T04,5,3,3.2,0,52941,1
2026-09-06T04,5,4,3.25,2000,0,2
2026-09-06T05,5,0,2.85,0,50,1
2026-09-06T05,5,0,2.9,0,905,2
2026-09-06T05,5,0,2.95,400,3525,4
2026-09-06T05,5,2,3.0,19133,0,3
2026-09-06T06,5,0,2.85,200,0,1
2026-09-06T06,5,0,2.95,400,17515,4
2026-09-06T06,5,0,3.0,0,12918,5
2026-09-06T06,5,0,3.05,0,1050,2
2026-09-06T06,5,0,3.1,0,1196,2
2026-09-06T06,5,2,3.0,0,27256,2
2026-09-06T06,5,2,3.05,0,18487,1
2026-09-06T06,5,2,3.1,0,1063,1
2026-09-06T06,5,2,3.15,44210,0,1
2026-09-06T07,5,0,2.85,0,2800,1
2026-09-06T07,5,0,2.9,0,1210,2
2026-09-06T07,5,0,3.05,0,536,3
2026-09-06T07,5,0,3.1,7775,5665,3
2026-09-06T07,5,1,3.45,0,42834,1
2026-09-06T07,5,2,3.15,10000,0,1
2026-09-06T07,5,3,3.2,0,50000,1
2026-09-06T08,5,0,2.75,100,4513,2
2026-09-06T08,5,0,2.95,200,600,2
2026-09-06T08,5,0,3.0,0,110,1
2026-09-06T08,5,0,3.1,56,25619,3
2026-09-06T08,5,1,3.0,400,11478,2
2026-09-06T08,5,2,3.15,50200,0,2
2026-09-06T09,5,0,2.85,0,125,1
2026-09-06T09,5,0,2.9,475,0,2
2026-09-06T09,5,0,2.95,0,326,2
2026-09-06T09,5,0,3.0,0,5130,3
2026-09-06T09,5,0,3.05,1288,12,3
2026-09-06T09,5,0,3.1,0,7735,2
2026-09-06T09,5,1,3.1,0,30000,1
2026-09-06T09,5,2,3.15,76939,0,1
2026-09-06T10,5,0,2.8,0,2264,1
2026-09-06T10,5,0,2.85,10,62959,2
2026-09-06T10,5,0,2.9,5841,2905,3
2026-09-06T10,5,0,3.0,280,0,1
2026-09-06T10,5,0,3.05,10095,0,3
2026-09-06T11,5,0,2.8,400,750,3
2026-09-06T11,5,0,2.85,0,24121,2
2026-09-06T11,5,0,2.9,0,2085,2
2026-09-06T11,5,0,2.95,0,800,1
2026-09-06T11,5,0,3.0,2315,4765,6
2026-09-06T11,5,0,3.05,4066,0,2
2026-09-06T12,5,0,2.9,570,0,3
2026-09-06T12,5,0,2.95,100,0,1
2026-09-06T12,5,0,3.05,8047,26848,4
2026-09-06T12,5,2,3.1,0,4000,1
2026-09-06T12,5,2,3.15,27019,0,1
2026-09-06T13,5,0,2.7,200,1106,3
2026-09-06T13,5,0,2.75,200,418,3
2026-09-06T13,5,0,2.8,8100,0,5
2026-09-06T14,5,0,2.5,200,0,1
2026-09-06T14,5,0,2.75,0,250,1
2026-09-06T14,5,0,2.8,0,49199,4
2026-09-06T14,5,0,2.85,321,3141,5
2026-09-06T14,5,0,2.9,200,0,1
2026-09-06T14,5,1,2.85,0,1000,1
2026-09-06T14,5,1,2.9,3540,0,1
2026-09-06T15,5,0,2.45,0,2000,1
2026-09-06T15,5,0,2.5,0,2628,1
2026-09-06T15,5,0,2.75,0,5,1
2026-09-06T15,5,0,2.8,0,10274,3
2026-09-06T15,5,0,2.85,0,321,3
2026-09-06T15,5,0,2.9,0,5227,4
2026-09-06T15,5,0,2.95,4716,1785,3
2026-09-06T15,5,1,2.9,4821,1639,3
2026-09-06T15,5,2,3.0,0,53202,1
2026-09-06T15,5,2,3.05,0,31363,1
2026-09-06T15,5,3,3.15,0,27382,1
2026-09-06T16,5,0,2.7,0,50,1
2026-09-06T16,5,0,2.75,400,465,2
2026-09-06T16,5,0,2.85,0,2127,3
2026-09-06T16,5,0,2.9,2510,2327,6
2026-09-06T16,5,0,2.95,4285,4295,3
2026-09-06T16,5,0,3.0,0,3269,2
2026-09-06T16,5,0,3.1,0,61106,1
2026-09-06T16,5,1,3.05,0,1552,1
2026-09-06T16,5,1,3.1,0,54299,2
2026-09-06T16,5,2,3.1,0,20850,1
2026-09-06T16,5,2,3.15,0,44474,1
2026-09-06T17,5,0,2.85,400,3080,3
2026-09-06T17,5,0,2.9,0,1481,2
2026-09-06T17,5,0,2.95,659,3911,3
2026-09-06T17,5,0,3.0,0,2144,3
2026-09-06T17,5,0,3.1,0,105,2
2026-09-06T17,5,0,3.15,28156,2691,5
2026-09-06T17,5,1,3.05,0,13266,1
2026-09-06T17,5,1,3.15,0,849,1
2026-09-06T18,5,0,2.7,0,1,1
2026-09-06T18,5,0,2.75,0,2865,3
2026-09-06T18,5,0,2.95,200,0,1
2026-09-06T18,5,0,3.05,0,26,1
2026-09-06T18,5,0,3.1,0,40,1
2026-09-06T18,5,0,3.15,11688,0,4
2026-09-06T19,5,0,2.8,1600,3142,4
2026-09-06T19,5,0,2.95,0,5149,2
2026-09-06T19,5,0,3.0,5116,0,4
2026-09-06T20,5,0,2.75,0,460,1
2026-09-06T20,5,0,2.8,724,1436,3
2026-09-06T20,5,0,2.85,0,450,1
2026-09-06T20,5,0,2.9,0,8,1
2026-09-06T20,5,0,2.95,2632,7087,5
