heure,kind,quality,prix,vendu,disparu,n_evt
2026-09-04T12,87,0,486.0,20,,1
2026-09-04T12,87,0,630.0,30,,1
2026-09-04T14,87,2,520.0,60,,1
2026-09-04T15,87,1,486.0,30,,1
2026-09-04T15,87,2,525.0,10,,1
2026-09-04T16,87,5,630.0,410,,2
2026-09-04T17,87,2,520.0,60,,1
2026-09-04T18,87,0,515.0,10,,1
2026-09-04T18,87,2,525.0,14,,2
2026-09-04T21,87,2,520.0,10,,1
2026-09-04T21,87,3,630.0,35,,1
2026-09-04T21,87,5,630.0,130,,1
2026-09-04T21,87,5,635.0,15,,1
2026-09-04T23,87,2,525.0,10,0,1
2026-09-05T00,87,2,525.0,100,0,1
2026-09-05T01,87,2,525.0,100,0,1
2026-09-05T01,87,5,635.0,50,0,1
2026-09-05T03,87,1,520.0,60,0,2
2026-09-05T03,87,2,525.0,50,0,1
2026-09-05T04,87,1,520.0,20,0,1
2026-09-05T05,87,0,515.0,100,10,2
2026-09-05T05,87,2,525.0,50,0,1
2026-09-05T05,87,5,635.0,50,0,1
2026-09-05T06,87,1,520.0,10,0,1
2026-09-05T07,87,2,525.0,20,0,1
2026-09-05T07,87,3,625.0,0,20,1
2026-09-05T08,87,5,635.0,200,0,1
2026-09-05T09,87,2,525.0,40,0,1
2026-09-05T09,87,5,635.0,50,0,1
2026-09-05T10,87,1,520.0,40,0,2
2026-09-05T10,87,2,525.0,60,0,2
2026-09-05T11,87,1,520.0,20,0,1
2026-09-05T11,87,5,635.0,230,0,3
2026-09-05T13,87,1,520.0,50,0,1
2026-09-05T15,87,1,520.0,30,0,2
2026-09-05T15,87,5,635.0,500,0,1
2026-09-05T17,87,1,515.0,40,0,1
2026-09-05T17,87,2,525.0,10,0,1
2026-09-05T17,87,3,635.0,0,10,1
2026-09-05T17,87,5,635.0,0,905,1
